,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,type_num,difbalanceOrig,difbalanceOrig_cat,comerciante,difbalanceDest,difbalanceDest_cat,type_cat
2729492,615,TRANSFER,75113.49,C1914910500,75113.49,0.0,C933913853,0.0,0.0,1,0,4,-75113.49,-1,0,0.0,0,1
2729493,615,CASH_OUT,75113.49,C209058213,75113.49,0.0,C1798476342,2401380.3,2476493.79,1,0,1,-75113.49,-1,0,75113.49000000022,1,1
2729494,615,TRANSFER,56510.5,C956959892,56510.5,0.0,C582952352,0.0,0.0,1,0,4,-56510.5,-1,0,0.0,0,1
2729495,615,CASH_OUT,56510.5,C177838089,56510.5,0.0,C2141549007,4455203.05,4511713.55,1,0,1,-56510.5,-1,0,56510.5,1,1
2729496,615,TRANSFER,8931550.69,C1634206825,8931550.69,0.0,C977366743,0.0,0.0,1,0,4,-8931550.69,-1,0,0.0,0,1
2729497,615,CASH_OUT,8931550.69,C1123250480,8931550.69,0.0,C109294647,483741.09,9415291.78,1,0,1,-8931550.69,-1,0,8931550.69,1,1
2729498,616,TRANSFER,89846.18,C1846352477,89846.18,0.0,C729066326,0.0,0.0,1,0,4,-89846.18,-1,0,0.0,0,1
2729499,616,CASH_OUT,89846.18,C1956260349,89846.18,0.0,C567213165,5747984.77,5837830.95,1,0,1,-89846.18,-1,0,89846.18000000063,1,1
2729500,616,TRANSFER,7240965.96,C1568587963,7240965.96,0.0,C362987320,0.0,0.0,1,0,4,-7240965.96,-1,0,0.0,0,1
2729501,616,CASH_OUT,7240965.96,C686995087,7240965.96,0.0,C893411806,0.0,7240965.96,1,0,1,-7240965.96,-1,0,7240965.96,1,1
2729502,616,TRANSFER,1265656.44,C782995006,1265656.44,0.0,C1783458447,0.0,0.0,1,0,4,-1265656.44,-1,0,0.0,0,1
2729503,616,CASH_OUT,1265656.44,C198942679,1265656.44,0.0,C154881805,653351.54,1919007.98,1,0,1,-1265656.44,-1,0,1265656.44,1,1
2729560,617,TRANSFER,10000000.0,C794290057,42542664.27,32542664.27,C262998076,0.0,0.0,1,0,4,-10000000.000000004,-1,0,0.0,0,1
2729561,617,CASH_OUT,10000000.0,C1596180537,10000000.0,0.0,C2105645265,0.0,10000000.0,1,0,1,-10000000.0,-1,0,10000000.0,1,1
2729562,617,TRANSFER,10000000.0,C1255348086,32542664.27,22542664.27,C103172881,0.0,0.0,1,0,4,-10000000.0,-1,0,0.0,0,1
2729563,617,CASH_OUT,10000000.0,C1677039996,10000000.0,0.0,C454550281,0.0,10000000.0,1,0,1,-10000000.0,-1,0,10000000.0,1,1
2729564,617,TRANSFER,10000000.0,C1930318116,22542664.27,12542664.27,C1923492040,0.0,0.0,1,0,4,-10000000.0,-1,0,0.0,0,1
2729565,617,CASH_OUT,10000000.0,C841821564,10000000.0,0.0,C769108247,0.0,10000000.0,1,0,1,-10000000.0,-1,0,10000000.0,1,1
2729566,617,TRANSFER,10000000.0,C1612182760,12542664.27,2542664.27,C455244250,0.0,0.0,1,0,4,-10000000.0,-1,0,0.0,0,1
2729567,617,CASH_OUT,10000000.0,C803647471,10000000.0,0.0,C1820998538,0.0,10000000.0,1,0,1,-10000000.0,-1,0,10000000.0,1,1
2729568,617,TRANSFER,2542664.27,C786455622,2542664.27,2542664.27,C661958277,0.0,0.0,1,1,4,0.0,0,0,0.0,0,1
2729569,617,CASH_OUT,0.0,C1971175979,0.0,0.0,C1352345416,0.0,0.0,1,0,1,0.0,0,0,0.0,0,1
2730012,617,TRANSFER,621034.85,C1846853736,621034.85,0.0,C1061343039,0.0,0.0,1,0,4,-621034.85,-1,0,0.0,0,1
2730013,617,CASH_OUT,621034.85,C1773928363,621034.85,0.0,C1457220029,0.0,621034.85,1,0,1,-621034.85,-1,0,621034.85,1,1
2730283,617,TRANSFER,1013208.77,C45646600,1013208.77,0.0,C1927425831,0.0,0.0,1,0,4,-1013208.77,-1,0,0.0,0,1
2730284,617,CASH_OUT,1013208.77,C1132246468,1013208.77,0.0,C2130748212,0.0,1013208.77,1,0,1,-1013208.77,-1,0,1013208.77,1,1
2730518,617,TRANSFER,1398166.84,C749892305,1398166.84,0.0,C1587152098,0.0,0.0,1,0,4,-1398166.84,-1,0,0.0,0,1
2730519,617,CASH_OUT,1398166.84,C338262259,1398166.84,0.0,C558846128,66095.91,1464262.75,1,0,1,-1398166.84,-1,0,1398166.84,1,1
2730685,618,TRANSFER,34473.07,C1080532676,34473.07,0.0,C707184828,0.0,0.0,1,0,4,-34473.07,-1,0,0.0,0,1
2730686,618,CASH_OUT,34473.07,C1253152318,34473.07,0.0,C1286341721,17653.89,52126.95,1,0,1,-34473.07,-1,0,34473.06,1,1
2730687,618,TRANSFER,153870.09,C1155778843,153870.09,0.0,C636633653,0.0,0.0,1,0,4,-153870.09,-1,0,0.0,0,1
2730688,618,CASH_OUT,153870.09,C219912505,153870.09,0.0,C1994974381,333695.5,487565.59,1,0,1,-153870.09,-1,0,153870.09000000003,1,1
2730689,618,TRANSFER,114483.78,C1911994336,114483.78,0.0,C1235106640,0.0,0.0,1,0,4,-114483.78,-1,0,0.0,0,1
2730690,618,CASH_OUT,114483.78,C934338438,114483.78,0.0,C209796396,780631.49,895115.27,1,0,1,-114483.78,-1,0,114483.78000000003,1,1
2730691,618,TRANSFER,1743864.1,C1643935128,1743864.1,0.0,C1841390458,0.0,0.0,1,0,4,-1743864.1,-1,0,0.0,0,1
2730692,618,CASH_OUT,1743864.1,C1063377815,1743864.1,0.0,C674523745,145959.55,1889823.65,1,0,1,-1743864.1,-1,0,1743864.0999999999,1,1
2730978,619,TRANSFER,293470.64,C1051179941,293470.64,0.0,C1445144451,0.0,0.0,1,0,4,-293470.64,-1,0,0.0,0,1
2730979,619,CASH_OUT,293470.64,C693010447,293470.64,0.0,C410437994,7670124.43,7963595.07,1,0,1,-293470.64,-1,0,293470.6400000006,1,1
2731085,619,TRANSFER,347893.16,C1743279167,347893.16,0.0,C538795916,0.0,0.0,1,0,4,-347893.16,-1,0,0.0,0,1
2731086,619,CASH_OUT,347893.16,C238168336,347893.16,0.0,C1904688635,0.0,347893.16,1,0,1,-347893.16,-1,0,347893.16,1,1
2731353,619,TRANSFER,1289142.33,C235649723,1289142.33,0.0,C935439037,0.0,0.0,1,0,4,-1289142.33,-1,0,0.0,0,1
2731354,619,CASH_OUT,1289142.33,C504063751,1289142.33,0.0,C1132120597,21580.17,1310722.5,1,0,1,-1289142.33,-1,0,1289142.33,1,1
2731487,619,TRANSFER,595854.2,C1100776599,595854.2,0.0,C385080311,0.0,0.0,1,0,4,-595854.2,-1,0,0.0,0,1
2731488,619,CASH_OUT,595854.2,C630264516,595854.2,0.0,C533475221,1794660.91,2390515.11,1,0,1,-595854.2,-1,0,595854.2,1,1
2731692,619,TRANSFER,418971.0,C857807998,418971.0,0.0,C1174958725,0.0,0.0,1,0,4,-418971.0,-1,0,0.0,0,1
2731693,619,CASH_OUT,418971.0,C1299375115,418971.0,0.0,C559632898,2234184.24,2653155.23,1,0,1,-418971.0,-1,0,418970.98999999976,1,1
2731803,619,TRANSFER,2341474.44,C532100013,2341474.44,0.0,C586068817,0.0,0.0,1,0,4,-2341474.44,-1,0,0.0,0,1
2731804,619,CASH_OUT,2341474.44,C1090006952,2341474.44,0.0,C264963065,18780.15,2360254.6,1,0,1,-2341474.44,-1,0,2341474.45,1,1
2731812,619,TRANSFER,945131.71,C411013894,945131.71,0.0,C1546732203,0.0,0.0,1,0,4,-945131.71,-1,0,0.0,0,1
2731813,619,CASH_OUT,945131.71,C1366832046,945131.71,0.0,C1275965910,0.0,945131.71,1,0,1,-945131.71,-1,0,945131.71,1,1
2731926,620,TRANSFER,295205.08,C668078462,295205.08,0.0,C1570004468,0.0,0.0,1,0,4,-295205.08,-1,0,0.0,0,1
2731927,620,CASH_OUT,295205.08,C1005007866,295205.08,0.0,C930467576,55972.48,351177.56,1,0,1,-295205.08,-1,0,295205.08,1,1
2731928,620,TRANSFER,161272.92,C990246517,161272.92,0.0,C1747344158,0.0,0.0,1,0,4,-161272.92,-1,0,0.0,0,1
2731929,620,CASH_OUT,161272.92,C1122962082,161272.92,0.0,C546830525,783850.08,945123.0,1,0,1,-161272.92,-1,0,161272.92000000004,1,1
2731930,620,TRANSFER,260408.9,C1963047520,260408.9,0.0,C566620514,0.0,0.0,1,0,4,-260408.9,-1,0,0.0,0,1
2731931,620,CASH_OUT,260408.9,C2004565977,260408.9,0.0,C1185249174,0.0,260408.9,1,0,1,-260408.9,-1,0,260408.9,1,1
2731932,620,TRANSFER,18405.16,C1666828573,18405.16,0.0,C886178722,0.0,0.0,1,0,4,-18405.16,-1,0,0.0,0,1
2731933,620,CASH_OUT,18405.16,C1507419598,18405.16,0.0,C579399811,803683.91,822089.07,1,0,1,-18405.16,-1,0,18405.159999999916,1,1
2732034,621,TRANSFER,348751.45,C1707939649,348751.45,0.0,C613081962,0.0,0.0,1,0,4,-348751.45,-1,0,0.0,0,1
2732035,621,CASH_OUT,348751.45,C983383771,348751.45,0.0,C56482072,698.29,349449.75,1,0,1,-348751.45,-1,0,348751.46,1,1
2732045,621,TRANSFER,6961359.11,C1508375494,6961359.11,0.0,C1926498951,0.0,0.0,1,0,4,-6961359.11,-1,0,0.0,0,1
2732046,621,CASH_OUT,6961359.11,C1493356883,6961359.11,0.0,C1018094825,1734492.77,8695851.88,1,0,1,-6961359.11,-1,0,6961359.110000001,1,1
2732091,621,TRANSFER,425861.93,C75122895,425861.93,0.0,C1874408253,0.0,0.0,1,0,4,-425861.93,-1,0,0.0,0,1
2732092,621,CASH_OUT,425861.93,C2103073329,425861.93,0.0,C686334805,203280.85,629142.78,1,0,1,-425861.93,-1,0,425861.93000000005,1,1
2732104,621,TRANSFER,2060748.45,C1129518026,2060748.45,0.0,C1288050386,0.0,0.0,1,0,4,-2060748.45,-1,0,0.0,0,1
2732105,621,CASH_OUT,2060748.45,C373547831,2060748.45,0.0,C674126577,0.0,2060748.45,1,0,1,-2060748.45,-1,0,2060748.45,1,1
2732106,621,TRANSFER,1077146.94,C1645503164,1077146.94,0.0,C220661112,0.0,0.0,1,0,4,-1077146.94,-1,0,0.0,0,1
2732107,621,CASH_OUT,1077146.94,C1808236434,1077146.94,0.0,C1802173286,6485.28,1083632.22,1,0,1,-1077146.94,-1,0,1077146.94,1,1
2732114,621,TRANSFER,3582885.46,C541955381,3582885.46,0.0,C212885805,0.0,0.0,1,0,4,-3582885.46,-1,0,0.0,0,1
2732115,621,CASH_OUT,3582885.46,C2138261012,3582885.46,0.0,C1201359775,104200.92,3687086.37,1,0,1,-3582885.46,-1,0,3582885.45,1,1
2732128,621,TRANSFER,3054359.4,C817672066,3054359.4,0.0,C657457029,0.0,0.0,1,0,4,-3054359.4,-1,0,0.0,0,1
2732129,621,CASH_OUT,3054359.4,C1436575323,3054359.4,0.0,C832267581,1537363.06,4591722.45,1,0,1,-3054359.4,-1,0,3054359.39,1,1
2732137,621,TRANSFER,6038051.03,C1986822150,6038051.03,0.0,C432052755,0.0,0.0,1,0,4,-6038051.03,-1,0,0.0,0,1
2732138,621,CASH_OUT,6038051.03,C435031066,6038051.03,0.0,C110885488,741636.76,6779687.79,1,0,1,-6038051.03,-1,0,6038051.03,1,1
2732194,621,TRANSFER,662104.87,C680679578,662104.87,0.0,C1772715697,0.0,0.0,1,0,4,-662104.87,-1,0,0.0,0,1
2732195,621,CASH_OUT,662104.87,C383943825,662104.87,0.0,C1857340685,532995.06,1195099.93,1,0,1,-662104.87,-1,0,662104.8699999999,1,1
2732297,622,TRANSFER,668273.94,C1893589234,668273.94,0.0,C907656239,0.0,0.0,1,0,4,-668273.94,-1,0,0.0,0,1
2732298,622,CASH_OUT,668273.94,C296594494,668273.94,0.0,C1319991270,619362.81,1287636.75,1,0,1,-668273.94,-1,0,668273.94,1,1
2732299,622,TRANSFER,165547.54,C1102869992,165547.54,0.0,C436543926,0.0,0.0,1,0,4,-165547.54,-1,0,0.0,0,1
2732300,622,CASH_OUT,165547.54,C1559989964,165547.54,0.0,C184933792,0.0,165547.54,1,0,1,-165547.54,-1,0,165547.54,1,1
2732301,623,TRANSFER,58050.78,C1136541649,58050.78,0.0,C667841585,0.0,0.0,1,0,4,-58050.78,-1,0,0.0,0,1
2732302,623,CASH_OUT,58050.78,C1057925060,58050.78,0.0,C151767337,0.0,58050.78,1,0,1,-58050.78,-1,0,58050.78,1,1
2732303,623,TRANSFER,67128.33,C499091192,67128.33,0.0,C871329563,0.0,0.0,1,0,4,-67128.33,-1,0,0.0,0,1
2732304,623,CASH_OUT,67128.33,C489879149,67128.33,0.0,C813701633,623880.13,691008.45,1,0,1,-67128.33,-1,0,67128.31999999995,1,1
2732305,623,TRANSFER,296156.97,C801116845,296156.97,0.0,C177042308,0.0,0.0,1,0,4,-296156.97,-1,0,0.0,0,1
2732306,623,CASH_OUT,296156.97,C1706729494,296156.97,0.0,C1382749859,1385822.34,1681979.31,1,0,1,-296156.97,-1,0,296156.97,1,1
2732307,624,TRANSFER,10000000.0,C1874951604,12626957.79,2626957.79,C72573471,0.0,0.0,1,0,4,-10000000.0,-1,0,0.0,0,1
2732308,624,CASH_OUT,10000000.0,C689619787,10000000.0,0.0,C1481530015,24439.23,10024439.23,1,0,1,-10000000.0,-1,0,10000000.0,1,1
2732309,624,TRANSFER,2626957.79,C723019595,2626957.79,0.0,C296287576,0.0,0.0,1,0,4,-2626957.79,-1,0,0.0,0,1
2732310,624,CASH_OUT,2626957.79,C1966432997,2626957.79,0.0,C966982427,882527.7,3509485.49,1,0,1,-2626957.79,-1,0,2626957.79,1,1
2732311,624,TRANSFER,69912.57,C301833514,69912.57,0.0,C1887464213,0.0,0.0,1,0,4,-69912.57,-1,0,0.0,0,1
2732312,624,CASH_OUT,69912.57,C1854018757,69912.57,0.0,C766040403,13393300.5,13463213.07,1,0,1,-69912.57,-1,0,69912.5700000003,1,1
2732313,624,TRANSFER,24366.07,C113775713,24366.07,0.0,C405489983,0.0,0.0,1,0,4,-24366.07,-1,0,0.0,0,1
2732314,624,CASH_OUT,24366.07,C1479830551,24366.07,0.0,C956072695,8949.48,33315.54,1,0,1,-24366.07,-1,0,24366.06,1,1
2732315,624,TRANSFER,932304.24,C626900726,932304.24,0.0,C556594745,0.0,0.0,1,0,4,-932304.24,-1,0,0.0,0,1
2732316,624,CASH_OUT,932304.24,C1535615652,932304.24,0.0,C683421609,365545.21,1297849.45,1,0,1,-932304.24,-1,0,932304.24,1,1
2732317,625,TRANSFER,6870369.62,C1056784519,6870369.62,0.0,C489344681,0.0,0.0,1,0,4,-6870369.62,-1,0,0.0,0,1
2732318,625,CASH_OUT,6870369.62,C962232328,6870369.62,0.0,C1481177013,0.0,6870369.62,1,0,1,-6870369.62,-1,0,6870369.62,1,1
2732319,625,TRANSFER,2480321.85,C1189052930,2480321.85,0.0,C1217650717,0.0,0.0,1,0,4,-2480321.85,-1,0,0.0,0,1
2732320,625,CASH_OUT,2480321.85,C1159822355,2480321.85,0.0,C402103077,42477.24,2522799.09,1,0,1,-2480321.85,-1,0,2480321.8499999996,1,1
2732321,625,TRANSFER,2654302.46,C286057800,2654302.46,0.0,C1593401972,0.0,0.0,1,0,4,-2654302.46,-1,0,0.0,0,1
2732322,625,CASH_OUT,2654302.46,C2084273569,2654302.46,0.0,C1817408357,1429770.91,4084073.37,1,0,1,-2654302.46,-1,0,2654302.46,1,1
2732323,625,TRANSFER,10000000.0,C1179529142,13020974.53,3020974.53,C2073831661,0.0,0.0,1,0,4,-10000000.0,-1,0,0.0,0,1
2732324,625,CASH_OUT,10000000.0,C138482312,10000000.0,0.0,C1166027089,2160858.93,12160858.93,1,0,1,-10000000.0,-1,0,10000000.0,1,1
2732325,625,TRANSFER,3020974.53,C2115080301,3020974.53,0.0,C834247001,0.0,0.0,1,0,4,-3020974.53,-1,0,0.0,0,1
2732326,625,CASH_OUT,3020974.53,C1499479163,3020974.53,0.0,C1579821297,943032.19,3964006.72,1,0,1,-3020974.53,-1,0,3020974.5300000003,1,1
2732327,625,TRANSFER,259103.16,C1860471678,259103.16,0.0,C949934281,0.0,0.0,1,0,4,-259103.16,-1,0,0.0,0,1
2732328,625,CASH_OUT,259103.16,C1848705400,259103.16,0.0,C828264154,15446.58,274549.74,1,0,1,-259103.16,-1,0,259103.16,1,1
2732329,625,TRANSFER,58924.16,C475096619,58924.16,0.0,C1365777468,0.0,0.0,1,0,4,-58924.16,-1,0,0.0,0,1
2732330,625,CASH_OUT,58924.16,C1141510718,58924.16,0.0,C1321586264,0.0,58924.16,1,0,1,-58924.16,-1,0,58924.16,1,1
2732331,625,TRANSFER,20278.62,C251649722,20278.62,0.0,C1591313088,0.0,0.0,1,0,4,-20278.62,-1,0,0.0,0,1
2732332,625,CASH_OUT,20278.62,C1747133660,20278.62,0.0,C1277670542,12454.77,32733.39,1,0,1,-20278.62,-1,0,20278.62,1,1
2732333,625,TRANSFER,249749.05,C2136238029,249749.05,0.0,C1843224503,0.0,0.0,1,0,4,-249749.05,-1,0,0.0,0,1
2732334,625,CASH_OUT,249749.05,C1809515003,249749.05,0.0,C1837079929,0.0,249749.05,1,0,1,-249749.05,-1,0,249749.05,1,1
2732335,625,TRANSFER,367631.15,C1509481580,367631.15,0.0,C455153716,0.0,0.0,1,0,4,-367631.15,-1,0,0.0,0,1
2732336,625,CASH_OUT,367631.15,C1668210142,367631.15,0.0,C618305910,0.0,367631.15,1,0,1,-367631.15,-1,0,367631.15,1,1
2732337,625,TRANSFER,1040303.44,C1802530107,1040303.44,0.0,C84195630,0.0,0.0,1,0,4,-1040303.44,-1,0,0.0,0,1
2732338,625,CASH_OUT,1040303.44,C605725215,1040303.44,0.0,C774151171,1794359.1,2834662.54,1,0,1,-1040303.44,-1,0,1040303.44,1,1
2732339,625,TRANSFER,2571605.04,C991826252,2571605.04,0.0,C2045424554,0.0,0.0,1,0,4,-2571605.04,-1,0,0.0,0,1
2732340,625,CASH_OUT,2571605.04,C780905436,2571605.04,0.0,C1532638647,7177484.07,9749089.11,1,0,1,-2571605.04,-1,0,2571605.039999999,1,1
2732341,626,TRANSFER,55740.39,C1190793859,55740.39,0.0,C31746489,0.0,0.0,1,0,4,-55740.39,-1,0,0.0,0,1
2732342,626,CASH_OUT,55740.39,C931224089,55740.39,0.0,C1157817503,1659141.34,1714881.73,1,0,1,-55740.39,-1,0,55740.3899999999,1,1
2732343,626,TRANSFER,44577.32,C2086578644,44577.32,0.0,C811242646,0.0,0.0,1,0,4,-44577.32,-1,0,0.0,0,1
2732344,626,CASH_OUT,44577.32,C259533000,44577.32,0.0,C2027781406,61298.8,105876.12,1,0,1,-44577.32,-1,0,44577.31999999999,1,1
2732345,626,TRANSFER,32382.31,C419450286,32382.31,0.0,C1968828091,0.0,0.0,1,0,4,-32382.31,-1,0,0.0,0,1
2732346,626,CASH_OUT,32382.31,C619482373,32382.31,0.0,C1978751367,0.0,32382.31,1,0,1,-32382.31,-1,0,32382.31,1,1
2732347,627,TRANSFER,953529.64,C943173894,953529.64,0.0,C771063877,0.0,0.0,1,0,4,-953529.64,-1,0,0.0,0,1
2732348,627,CASH_OUT,953529.64,C969013741,953529.64,0.0,C782712589,0.0,953529.64,1,0,1,-953529.64,-1,0,953529.64,1,1
2732349,627,TRANSFER,2756011.78,C484256849,2756011.78,0.0,C1955850901,0.0,0.0,1,0,4,-2756011.78,-1,0,0.0,0,1
2732350,627,CASH_OUT,2756011.78,C1736184082,2756011.78,0.0,C1711138117,148471.56,2904483.35,1,0,1,-2756011.78,-1,0,2756011.79,1,1
2732351,628,TRANSFER,99165.12,C334746460,99165.12,0.0,C603653180,0.0,0.0,1,0,4,-99165.12,-1,0,0.0,0,1
2732352,628,CASH_OUT,99165.12,C1168340170,99165.12,0.0,C329394492,58926.37,158091.49,1,0,1,-99165.12,-1,0,99165.12,1,1
2732353,628,TRANSFER,385207.12,C1182722918,385207.12,0.0,C820606859,0.0,0.0,1,0,4,-385207.12,-1,0,0.0,0,1
2732354,628,CASH_OUT,385207.12,C220460934,385207.12,0.0,C475338087,0.0,385207.12,1,0,1,-385207.12,-1,0,385207.12,1,1
2732355,628,TRANSFER,709950.57,C1239512802,709950.57,0.0,C1688563256,0.0,0.0,1,0,4,-709950.57,-1,0,0.0,0,1
2732356,628,CASH_OUT,709950.57,C1251020592,709950.57,0.0,C723136317,0.0,709950.57,1,0,1,-709950.57,-1,0,709950.57,1,1
2732357,629,TRANSFER,8488865.83,C2072377567,8488865.83,0.0,C816064707,0.0,0.0,1,0,4,-8488865.83,-1,0,0.0,0,1
2732358,629,CASH_OUT,8488865.83,C1770565614,8488865.83,0.0,C863370612,0.0,8488865.83,1,0,1,-8488865.83,-1,0,8488865.83,1,1
2732359,629,TRANSFER,114253.58,C731677275,114253.58,0.0,C1959262781,0.0,0.0,1,0,4,-114253.58,-1,0,0.0,0,1
2732360,629,CASH_OUT,114253.58,C1773596823,114253.58,0.0,C1066960436,0.0,114253.58,1,0,1,-114253.58,-1,0,114253.58,1,1
2732361,629,TRANSFER,892213.56,C203112109,892213.56,0.0,C1034010238,0.0,0.0,1,0,4,-892213.56,-1,0,0.0,0,1
2732362,629,CASH_OUT,892213.56,C1720879880,892213.56,0.0,C591861774,775015.13,1667228.69,1,0,1,-892213.56,-1,0,892213.5599999999,1,1
2732363,629,TRANSFER,1650.08,C640732216,1650.08,0.0,C14104285,0.0,0.0,1,0,4,-1650.08,-1,0,0.0,0,1
2732364,629,CASH_OUT,1650.08,C1176430814,1650.08,0.0,C237441697,0.0,1650.08,1,0,1,-1650.08,-1,0,1650.08,1,1
2732365,629,TRANSFER,7922.98,C329603302,7922.98,0.0,C1896146009,0.0,0.0,1,0,4,-7922.98,-1,0,0.0,0,1
2732366,629,CASH_OUT,7922.98,C1629313873,7922.98,0.0,C215301926,0.0,7922.98,1,0,1,-7922.98,-1,0,7922.98,1,1
2732367,629,TRANSFER,93884.26,C1105988166,93884.26,0.0,C217954795,0.0,0.0,1,0,4,-93884.26,-1,0,0.0,0,1
2732368,629,CASH_OUT,93884.26,C1879397053,93884.26,0.0,C298210338,1439275.59,1533159.85,1,0,1,-93884.26,-1,0,93884.26000000001,1,1
2732369,629,TRANSFER,19527.35,C1230919219,19527.35,0.0,C419372717,0.0,0.0,1,0,4,-19527.35,-1,0,0.0,0,1
2732370,629,CASH_OUT,19527.35,C1108495258,19527.35,0.0,C337759992,676072.2,695599.55,1,0,1,-19527.35,-1,0,19527.350000000093,1,1
2732371,629,TRANSFER,547672.2,C1661851556,547672.2,0.0,C1014616442,0.0,0.0,1,0,4,-547672.2,-1,0,0.0,0,1
2732372,629,CASH_OUT,547672.2,C969404866,547672.2,0.0,C1342571272,241648.88,789321.08,1,0,1,-547672.2,-1,0,547672.2,1,1
2732373,629,TRANSFER,2433009.28,C43243271,2433009.28,0.0,C1042226944,0.0,0.0,1,0,4,-2433009.28,-1,0,0.0,0,1
2732374,629,CASH_OUT,2433009.28,C1384976980,2433009.28,0.0,C1778202045,0.0,2433009.28,1,0,1,-2433009.28,-1,0,2433009.28,1,1
2732375,629,TRANSFER,1051018.15,C1597001558,1051018.15,0.0,C1628780736,0.0,0.0,1,0,4,-1051018.15,-1,0,0.0,0,1
2732376,629,CASH_OUT,1051018.15,C1501559955,1051018.15,0.0,C1221134387,0.0,1051018.15,1,0,1,-1051018.15,-1,0,1051018.15,1,1
2732377,630,TRANSFER,728256.03,C586820687,728256.03,0.0,C925691503,0.0,0.0,1,0,4,-728256.03,-1,0,0.0,0,1
2732378,630,CASH_OUT,728256.03,C71817191,728256.03,0.0,C1195588352,739449.0,1467705.03,1,0,1,-728256.03,-1,0,728256.03,1,1
2732403,630,TRANSFER,17484.29,C1843342943,17484.29,0.0,C1534517303,0.0,0.0,1,0,4,-17484.29,-1,0,0.0,0,1
2732404,630,CASH_OUT,17484.29,C1934743531,17484.29,0.0,C1197685595,0.0,17484.29,1,0,1,-17484.29,-1,0,17484.29,1,1
2732418,631,TRANSFER,696575.46,C492478003,696575.46,0.0,C29466655,0.0,0.0,1,0,4,-696575.46,-1,0,0.0,0,1
2732419,631,CASH_OUT,696575.46,C120775344,696575.46,0.0,C188876260,0.0,696575.46,1,0,1,-696575.46,-1,0,696575.46,1,1
2732420,631,TRANSFER,341.3,C1952829902,341.3,0.0,C1360897728,0.0,0.0,1,0,4,-341.3,-1,0,0.0,0,1
2732421,631,CASH_OUT,341.3,C667213533,341.3,0.0,C1882416081,135440.48,135781.78,1,0,1,-341.3,-1,0,341.29999999998836,1,1
2732422,631,TRANSFER,2391612.36,C1856399120,2391612.36,0.0,C2129842228,0.0,0.0,1,0,4,-2391612.36,-1,0,0.0,0,1
2732423,631,CASH_OUT,2391612.36,C2115055382,2391612.36,0.0,C1884304223,7064207.13,9455819.49,1,0,1,-2391612.36,-1,0,2391612.3600000003,1,1
2732424,631,TRANSFER,952234.12,C606108347,952234.12,0.0,C357620620,0.0,0.0,1,0,4,-952234.12,-1,0,0.0,0,1
2732425,631,CASH_OUT,952234.12,C630422228,952234.12,0.0,C2009843941,0.0,952234.12,1,0,1,-952234.12,-1,0,952234.12,1,1
2732426,631,TRANSFER,10000000.0,C2018514833,13120690.98,3120690.98,C784234900,0.0,0.0,1,0,4,-10000000.0,-1,0,0.0,0,1
2732427,631,CASH_OUT,10000000.0,C256835090,10000000.0,0.0,C1369253515,1852708.45,11852708.45,1,0,1,-10000000.0,-1,0,10000000.0,1,1
2732428,631,TRANSFER,3120690.98,C681359586,3120690.98,0.0,C536531552,0.0,0.0,1,0,4,-3120690.98,-1,0,0.0,0,1
2732429,631,CASH_OUT,3120690.98,C384250623,3120690.98,0.0,C2002380893,3881444.6,7002135.58,1,0,1,-3120690.98,-1,0,3120690.98,1,1
2732430,632,TRANSFER,480404.03,C1962729026,480404.03,0.0,C1853051693,0.0,0.0,1,0,4,-480404.03,-1,0,0.0,0,1
2732431,632,CASH_OUT,480404.03,C6427083,480404.03,0.0,C1751510346,40564.78,520968.81,1,0,1,-480404.03,-1,0,480404.03,1,1
2732432,632,TRANSFER,52541.42,C174237554,52541.42,0.0,C974759486,0.0,0.0,1,0,4,-52541.42,-1,0,0.0,0,1
2732433,632,CASH_OUT,52541.42,C2040719079,52541.42,0.0,C1305749769,0.0,52541.42,1,0,1,-52541.42,-1,0,52541.42,1,1
2732434,632,TRANSFER,407347.84,C1538572034,407347.84,0.0,C2019715796,0.0,0.0,1,0,4,-407347.84,-1,0,0.0,0,1
2732435,632,CASH_OUT,407347.84,C1732833995,407347.84,0.0,C80156835,3247566.78,3654914.62,1,0,1,-407347.84,-1,0,407347.8400000003,1,1
2732436,632,TRANSFER,82209.71,C2014216295,82209.71,0.0,C2066467731,0.0,0.0,1,0,4,-82209.71,-1,0,0.0,0,1
2732437,632,CASH_OUT,82209.71,C385209439,82209.71,0.0,C815628563,841367.51,923577.22,1,0,1,-82209.71,-1,0,82209.70999999996,1,1
2732438,633,TRANSFER,75480.15,C1749493036,75480.15,0.0,C1609209169,0.0,0.0,1,0,4,-75480.15,-1,0,0.0,0,1
2732439,633,CASH_OUT,75480.15,C1211718725,75480.15,0.0,C1538735,0.0,75480.15,1,0,1,-75480.15,-1,0,75480.15,1,1
2732440,633,TRANSFER,4128853.75,C1152970909,4128853.75,0.0,C648717098,0.0,0.0,1,0,4,-4128853.75,-1,0,0.0,0,1
2732441,633,CASH_OUT,4128853.75,C2094498681,4128853.75,0.0,C72348796,13982778.91,18111632.66,1,0,1,-4128853.75,-1,0,4128853.75,1,1
2732442,633,TRANSFER,405400.26,C2129660302,405400.26,0.0,C770221962,0.0,0.0,1,0,4,-405400.26,-1,0,0.0,0,1
